id,url,version_oficial,cilindrada_cc,cilindrada,power_hp,torque_nm,carroceria,categoria,traccion_spec,transmision_spec,tipo_caja,combustible_spec,puertas,asientos,cilindros,autonomia_km,peso_kg
CL-AD-17183087,https://www.chileautos.cl/vehiculos/detalles/2015-audi-a4-1-8-tfsi-dynamic-4x2-multitronic-at-4p/CL-AD-17183087,1.8 TFSI DYNAMIC 4X2 MULTITRONIC AT 4P,1798,1.8,170,320,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática,Bencina,4,5,4,1064,1545
CL-AD-17049901,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-impreza-2-0-xs-awd-cvt-at-4p/CL-AD-17049901,2.0 XS AWD CVT AT 4P,2000,2.0,150,196,"Sedán, 4 puertas, 5 asientos",Sedán,4X4,Automática,Automática Cvt,Bencina,4,5,4,770,1379
CL-AD-17041410,https://www.chileautos.cl/vehiculos/detalles/2022-maxus-t60-2-0-d20-glx-diesel-dob-cab-4x4-at-4p/CL-AD-17041410,2.0 D20 GLX DIESEL DOB. CAB. 4X4 AT 4P,2000,2.0,163,375,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4,5,,712,3000
CL-AD-16987842,https://www.chileautos.cl/vehiculos/detalles/2020-ssangyong-rexton-2-0-yrx100-4x2-mt-5p/CL-AD-16987842,2.0 YRX100 4X2 MT 5P,1998,2.0,220,350,"SUV, 5 puertas, 7 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,7,4,721,2830
CL-AD-16978400,https://www.chileautos.cl/vehiculos/detalles/2017-ford-edge-3-5-sel-4x4-at-5p/CL-AD-16978400,3.5 SEL 4X4 AT 5P,3500,3.5,280,339,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,6,585,1774
CL-AD-16923262,https://www.chileautos.cl/vehiculos/detalles/2021-ford-edge-2-7-st-ecoboost-awd-v6-at-5p/CL-AD-16923262,2.7 ST ECOBOOST AWD V6 AT 5P,2700,2.7,335,515,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,6,639,2053
CL-AD-16897590,https://www.chileautos.cl/vehiculos/detalles/2022-ford-ecosport-1-5-trend-4x2-at-5p/CL-AD-16897590,1.5 TREND 4X2 AT 5P,1500,1.5,121,151,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,749,1735
CL-AD-16826911,https://www.chileautos.cl/vehiculos/detalles/2015-peugeot-partner-1-6-maxi-hdi-diesel-4x2-euro5-pack-90hp-mt-5p/CL-AD-16826911,1.6 MAXI HDI DIESEL 4X2 EURO5 PACK 90HP MT 5P,1560,1.6,90,230,"Furgón, 5 puertas, 3 asientos",Furgón,4X2,Manual,Mecánico,Diesel,5,3,4,1032,1384
CL-AD-16765099,https://www.chileautos.cl/vehiculos/detalles/2016-ssangyong-actyon-sports-2-0-diesel-4x2-ll-ac-mt-4p/CL-AD-16765099,2.0 DIESEL 4X2 LL AC MT 4P,1998,2.0,153,360,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4,5,4,885,1873
CL-AD-16746401,https://www.chileautos.cl/vehiculos/detalles/2024-mercedes-benz-gla-200-1-3-amg-line-4x2-at-5p/CL-AD-16746401,1.3 AMG LINE 4X2 AT 5P,1332,1.3,161,270,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,666,1615
CL-AD-16480722,https://www.chileautos.cl/vehiculos/detalles/2014-kia-sportage-2-0-lx-4x2-ac-dab-abs-mt-5p/CL-AD-16480722,2.0 LX 4X2 AC DAB ABS MT 5P,1975,2.0,142,184,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,4,673,1442
CL-AD-14971096,https://www.chileautos.cl/vehiculos/detalles/2013-chevrolet-traverse-3-6l-lt-awd-su-at-5p/CL-AD-14971096,3.6L LT AWD SU AT 5P,3564,3.6,281,359,"SUV, 5 puertas, 8 asientos",SUV,4X4,Automática,Automática,Bencina,5,8,6,639,2930
CL-AD-14559157,https://www.chileautos.cl/vehiculos/detalles/2016-bmw-x5-2-0-s-drive-25d-diesel-4x2-at-5p/CL-AD-14559157,2.0 S-DRIVE 25D DIESEL 4X2 AT 5P,1995,2.0,215,450,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Diesel,5,5,4,1215,1995
CL-AD-14050434,https://www.chileautos.cl/vehiculos/detalles/2022-jeep-renegade-1-8-sport-lx-4x2-mt-5p/CL-AD-14050434,1.8 SPORT LX 4X2 MT 5P,1747,1.8,132,185,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,4,640,1372
CL-AD-13998025,https://www.chileautos.cl/vehiculos/detalles/2014-ssangyong-actyon-sports-2-0-diesel-4x2-ll-ac-mt-4p/CL-AD-13998025,2.0 DIESEL 4X2 LL AC MT 4P,1998,2.0,153,360,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4,5,4,885,1873
CL-AD-13986307,https://www.chileautos.cl/vehiculos/detalles/2015-honda-civic-1-8-ex-4x2-at-4p/CL-AD-13986307,1.8 EX 4X2 AT 4P,1798,1.8,140,177,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática,Bencina,4,5,4,680,1213
CL-AD-13449455,https://www.chileautos.cl/vehiculos/detalles/2022-audi-q3-1-4-sportback-35-tfsi-sport-4x2-s-tronic-at-5p/CL-AD-13449455,1.4 SPORTBACK 35 TFSI SPORT 4X2 S-TRONIC AT 5P,1400,1.4,150,250,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,997,1570
CL-AD-13392413,https://www.chileautos.cl/vehiculos/detalles/2022-chevrolet-tracker-1-2t-ltz-fwd-at-5p/CL-AD-13392413,1.2T LTZ FWD AT 5P,1200,1.2,130,190,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,3,647,1241
CL-AD-13336499,https://www.chileautos.cl/vehiculos/detalles/2014-renault-koleos-2-5-dynamique-4wd-ac-at-5p/CL-AD-13336499,2.5 DYNAMIQUE 4WD AC AT 5P,2488,2.5,170,226,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,,682,1595
CL-AD-13315510,https://www.chileautos.cl/vehiculos/detalles/2017-nissan-pathfinder-3-5-advance-4x2-cvt-at-5p/CL-AD-13315510,3.5 ADVANCE 4X2 CVT AT 5P,3498,3.5,260,335,"SUV, 5 puertas, 7 asientos",SUV,4X2,Automática,Automática Cvt,Bencina,5,7,6,678,2509
CL-AD-13313053,https://www.chileautos.cl/vehiculos/detalles/2016-ford-explorer-2-3-ecoboost-4x2-limited-at-5p/CL-AD-13313053,2.3 ECOBOOST 4X2 LIMITED AT 5P,2300,2.3,280,419,"SUV, 5 puertas, 7 asientos",SUV,4X2,Automática,Automática,Bencina,5,7,,658,2000
CL-AD-13276292,https://www.chileautos.cl/vehiculos/detalles/2022-chevrolet-tracker-1-2t-ltz-fwd-at-5p/CL-AD-13276292,1.2T LTZ FWD AT 5P,1200,1.2,130,190,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,3,647,1241
CL-AD-12906461,https://www.chileautos.cl/vehiculos/detalles/2015-ford-edge-3-5-sel-4x4-at-5p/CL-AD-12906461,3.5 SEL 4X4 AT 5P,3500,3.5,285,343,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,6,662,1774
CL-AD-12846377,https://www.chileautos.cl/vehiculos/detalles/2022-mg-zs-1-5-comfort-4x2-mt-5p/CL-AD-12846377,1.5 COMFORT 4X2 MT 5P,1500,1.5,114,150,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,4,686,1230
CL-AD-12829554,https://www.chileautos.cl/vehiculos/detalles/2015-bmw-x5-3-0-x-drive-30d-diesel-4x4-at-5p/CL-AD-12829554,3.0 X-DRIVE 30D DIESEL 4X4 AT 5P,2993,3.0,242,540,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Diesel,5,5,6,1182,2075
CL-AD-10616712,https://www.chileautos.cl/vehiculos/detalles/2013-ford-explorer-3-5-limited-4wd-at-5p/CL-AD-10616712,3.5 LIMITED 4WD AT 5P,3500,3.5,290,345,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5,7,,602,2062
GI-AD-895145,https://www.chileautos.cl/vehiculos/detalles/bmw-x3-2026-sdrive20i-heritage/GI-AD-895145,Sdrive20I HERITAGE,,2000,,,SUV,Suv / Station Wagon,,Automática,,Bencina,5,,,,
GI-AD-891097,https://www.chileautos.cl/vehiculos/detalles/bmw-x4-2025-xdrive301/GI-AD-891097,XDRIVE301,,3000,,,SUV,Suv / Station Wagon,,Automática,,Bencina,5,,,,
GI-AD-889764,https://www.chileautos.cl/vehiculos/detalles/jeep-grand-cherokee-2023-limited/GI-AD-889764,Limited,,3600,,,SUV,Suv / Station Wagon,,Automática,,Bencina,5,,,,
GI-AD-887168,https://www.chileautos.cl/vehiculos/detalles/hyundai-santa-fe-2023-2-5-at/GI-AD-887168,2.5  AT,,2500,,,SUV,Suv / Station Wagon,,Automática,,Bencina,5,,,,
CL-AD-20632615,https://www.chileautos.cl/vehiculos/detalles/2008-volkswagen-gol-1-8-trendline-mt-5p/CL-AD-20632615,1.8 TRENDLINE MT 5P,1800,1.8,0,,"Hatchback, 5 puertas",Hatchback,,Manual,,Bencina,5,,,,
CL-AD-20624874,https://www.chileautos.cl/vehiculos/detalles/2011-volkswagen-tiguan-2-0-full-4x4-at-5p/CL-AD-20624874,2.0 FULL 4X4 AT 5P,1984,2.0,170,280,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,4,998,1646
CL-AD-20624108,https://www.chileautos.cl/vehiculos/detalles/2021-maxus-t60-2-0-d20-ancap-diesel-4x4-dob-cab-mt-4p/CL-AD-20624108,2.0 D20 ANCAP DIESEL 4X4 DOB. CAB. MT 4P,2000,2.0,163,375,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4,5,,800,2950
CL-AD-20622243,https://www.chileautos.cl/vehiculos/detalles/1995-toyota-tercel-1-5-le-at-4p/CL-AD-20622243,1.5 LE AT 4P,1497,1.5,115,135,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,,Bencina,4,5,,,910
CL-AD-20620849,https://www.chileautos.cl/vehiculos/detalles/2008-volkswagen-bora-2-0-trendline-mt-4p/CL-AD-20620849,2.0 TRENDLINE MT 4P,1984,2.0,115,170,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Manual,,Bencina,4,5,,,1259
CL-AD-20620784,https://www.chileautos.cl/vehiculos/detalles/2019-ford-f-150-5-0-xlt-4x4-cc-dob-cab-at-4p/CL-AD-20620784,5.0 XLT 4X4 CC DOB. CAB. AT 4P,4949,5.0,385,525,"Pick-up, 4 puertas, 6 asientos",Pick-up,4X4,Automática,Automática,Bencina,4,6,8,670,2036
CL-AD-20617607,https://www.chileautos.cl/vehiculos/detalles/2026-toyota-4runner-2-4t-limited-4x4-at-5p/CL-AD-20617607,2.4T LIMITED 4X4 AT 5P,2393,2.4,278,430,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5,7,4,670,2125
CL-AD-20617082,https://www.chileautos.cl/vehiculos/detalles/2011-chevrolet-cruze-1-8-ls-4x2-at-4p/CL-AD-20617082,1.8 LS 4X2 AT 4P,1800,1.8,140,150,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática,Bencina,4,5,4,702,1315
CL-AD-20616918,https://www.chileautos.cl/vehiculos/detalles/1995-toyota-tercel-xli-1-5-mt-4p/CL-AD-20616918,XLI 1.5 MT 4P,1497,1.5,115,135,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Manual,,Bencina,4,5,4,,910
CL-AD-20614224,https://www.chileautos.cl/vehiculos/detalles/2012-volvo-s40-2-0-4x2-ct-cuero-at-4p/CL-AD-20614224,2.0 4X2 CT CUERO AT 4P,2000,2.0,136,190,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática,Bencina,4,5,4,642,1290
CL-AD-20613487,https://www.chileautos.cl/vehiculos/detalles/2003-hyundai-terracan-3-5-gl-v6-at-5p/CL-AD-20613487,3.5 GL V6 AT 5P,3497,3.5,195,294,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,,Bencina,5,5,6,,1990
CL-AD-20609531,https://www.chileautos.cl/vehiculos/detalles/2014-nissan-pathfinder-3-5-advance-4wd-cvt-1403-at-5p/CL-AD-20609531,3.5 ADVANCE 4WD CVT 1403 AT 5P,3498,3.5,260,325,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática Cvt,Bencina,5,7,6,688,2682
CL-AD-20606731,https://www.chileautos.cl/vehiculos/detalles/1997-toyota-hilux-dc-dlx-2-4-mt-4p/CL-AD-20606731,DC DLX 2.4 MT 4P,2393,2.4,150,400,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,,Bencina,4,5,4,,2125
CL-AD-20606266,https://www.chileautos.cl/vehiculos/detalles/2011-subaru-forester-2-0-limited-awd-ii-at-5p/CL-AD-20606266,2.0 LIMITED AWD II AT 5P,2000,2.0,150,191,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,4,762,1520
CL-AD-20602920,https://www.chileautos.cl/vehiculos/detalles/2010-suzuki-grand-nomade-2-0-glx-4wd-sport-at-5p/CL-AD-20602920,2.0 GLX 4WD SPORT AT 5P,1995,2.0,138,183,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,4,726,2070
CL-AD-20594672,https://www.chileautos.cl/vehiculos/detalles/2009-peugeot-308-1-6-premium-at-5p/CL-AD-20594672,1.6 PREMIUM AT 5P,1587,1.6,140,160,"Station Wagon, 5 puertas, 5 asientos",Station Wagon,4X2,Automática,,Bencina,5,5,4,,1430
CL-AD-20594522,https://www.chileautos.cl/vehiculos/detalles/2019-toyota-rav4-2-0-standard-4x2-mt-5p/CL-AD-20594522,2.0 STANDARD 4X2 MT 5P,1987,2.0,170,203,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,4,786,1450
CL-AD-20587325,https://www.chileautos.cl/vehiculos/detalles/2009-subaru-legacy-2-5-awd-r-3s-at-4p/CL-AD-20587325,2.5 AWD R 3S AT 4P,2457,2.5,150,221,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,,Bencina,4,5,,,1315
CL-AD-20586971,https://www.chileautos.cl/vehiculos/detalles/2022-bmw-x6-4-4-m50i-x-drive-4wd-at-5p/CL-AD-20586971,4.4 M50I X-DRIVE 4WD AT 5P,4395,4.4,523,750,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,8,722,2235
CL-AD-20584268,https://www.chileautos.cl/vehiculos/detalles/2011-nissan-x-trail-2-5-x-4wd-mt-5p/CL-AD-20584268,2.5 X 4WD MT 5P,2488,2.5,178,245,"SUV, 5 puertas, 5 asientos",SUV,4X4,Manual,Mecánico,Bencina,5,5,4,636,2000
CL-AD-20583380,https://www.chileautos.cl/vehiculos/detalles/2013-chevrolet-cruze-1-8-ls-4x2-cue-2ab-at-4p/CL-AD-20583380,1.8 LS 4X2 CUE 2AB AT 4P,1800,1.8,140,150,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática,Bencina,4,5,4,702,1315
CL-AD-20579615,https://www.chileautos.cl/vehiculos/detalles/2021-jac-t8-2-0-comfort-diesel-4x2-mt-4p/CL-AD-20579615,2.0 COMFORT DIESEL 4X2 MT 4P,1999,2.0,137,320,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4,5,4,927,2755
CL-AD-20579315,https://www.chileautos.cl/vehiculos/detalles/2017-fiat-dobló-1-6-xl-diesel-4x2-furgon-mt-5p/CL-AD-20579315,1.6 XL DIESEL 4X2 FURGON MT 5P,1598,1.6,105,290,"Furgón, 5 puertas, 2 asientos",Furgón,4X2,Manual,Mecánico,Diesel,5,2,,1152,1430
CL-AD-20579080,https://www.chileautos.cl/vehiculos/detalles/2018-volkswagen-amarok-3-0-extreme-4motion-diesel-dob-cab-4wd-at-4p/CL-AD-20579080,3.0 EXTREME 4MOTION DIESEL DOB. CAB. 4WD AT 4P,3000,3.0,224,550,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4,5,6,880,2243
CL-AD-20564564,https://www.chileautos.cl/vehiculos/detalles/2010-chevrolet-captiva-2-4-ls-4x2-6ab-mt-5p/CL-AD-20564564,2.4 LS 4X2 6AB MT 5P,2400,2.4,165,230,"SUV, 5 puertas, 7 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,7,4,728,1718
CL-AD-20564484,https://www.chileautos.cl/vehiculos/detalles/2011-nissan-x-trail-2-5-s-4x2-at-5p/CL-AD-20564484,2.5 S 4X2 AT 5P,2488,2.5,170,226,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática Cvt,Bencina,5,5,4,612,1921
CL-AD-20563822,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-forester-2-0i-x-awd-cvt-at-5p/CL-AD-20563822,2.0I X AWD CVT AT 5P,1995,2.0,150,198,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática Cvt,Bencina,5,5,4,858,1505
CL-AD-20557437,https://www.chileautos.cl/vehiculos/detalles/2004-peugeot-206-1-6-xr-16v-mt-5p/CL-AD-20557437,1.6 XR 16V MT 5P,1587,1.6,90,135,"Hatchback, 5 puertas, 5 asientos",Hatchback,4X2,Manual,,Bencina,5,5,4,,1000
CL-AD-20557259,https://www.chileautos.cl/vehiculos/detalles/2012-chevrolet-cruze-1-8-ls-4x2-at-4p/CL-AD-20557259,1.8 LS 4X2 AT 4P,1800,1.8,140,150,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática,Bencina,4,5,4,702,1315
CL-AD-20556823,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-captiva-2-2-lt-diesel-awd-mt6-5p/CL-AD-20556823,2.2 LT DIESEL AWD MT6 5P,2200,2.2,181,400,"SUV, 5 puertas, 7 asientos",SUV,4X4,Manual,Mecánico,Diesel,5,7,4,1014,1878
CL-AD-20556756,https://www.chileautos.cl/vehiculos/detalles/2010-chevrolet-spark-0-8-ls-4x2-dh-mt-5p/CL-AD-20556756,0.8 LS 4X2 DH MT 5P,800,0.8,52,72,"Hatchback, 5 puertas, 5 asientos",Hatchback,4X2,Manual,Mecánico,Bencina,5,5,3,602,1250
CL-AD-20552266,https://www.chileautos.cl/vehiculos/detalles/2023-maxus-g10-2-0-d20-cargo-aniversario-diesel-4x2-mt-5p/CL-AD-20552266,2.0 D20 CARGO ANIVERSARIO DIESEL 4X2 MT 5P,2000,2.0,163,375,"Furgón, 5 puertas, 2 asientos",Furgón,4X2,Manual,Mecánico,Diesel,5,2,,935,1907
CL-AD-20551833,https://www.chileautos.cl/vehiculos/detalles/2008-ford-fiesta-1-6-first-hb-mt-5p/CL-AD-20551833,1.6 FIRST HB MT 5P,1596,1.6,103,145,"Hatchback, 5 puertas, 5 asientos",Hatchback,4X2,Manual,,Bencina,5,5,,,976
CL-AD-20549155,https://www.chileautos.cl/vehiculos/detalles/2011-citroën-berlingo-1-6-hdi-diesel-4x2-pl-mt-3p/CL-AD-20549155,1.6 HDI DIESEL 4X2 PL MT 3P,1560,1.6,110,260,"Furgón, 3 puertas, 2 asientos",Furgón,4X2,Manual,Mecánico,Diesel,3,2,4,,1454
CL-AD-20538752,https://www.chileautos.cl/vehiculos/detalles/2010-hyundai-santa-fe-2-4-gls-4x2-at-5p/CL-AD-20538752,2.4 GLS 4X2 AT 5P,2359,2.4,172,228,"SUV, 5 puertas, 7 asientos",SUV,4X2,Automática,Automática,Bencina,5,7,4,749,2505
CL-AD-20537083,https://www.chileautos.cl/vehiculos/detalles/2007-subaru-tribeca-3-0-b9-awd-b-at-5p/CL-AD-20537083,3.0 B9 AWD B AT 5P,3000,3.0,245,298,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,,Bencina,5,7,,,2000
CL-AD-20530606,https://www.chileautos.cl/vehiculos/detalles/2009-mazda-cx-9-3-7-gt-awd-full-at-5p/CL-AD-20530606,3.7 GT AWD FULL AT 5P,3699,3.7,263,366,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,,Bencina,5,7,,,2744
CL-AD-20530086,https://www.chileautos.cl/vehiculos/detalles/2015-chery-tiggo-3-1-6-4x2-mt-5p/CL-AD-20530086,1.6 4X2 MT 5P,1598,1.6,125,160,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,4,726,1380
CL-AD-20525343,https://www.chileautos.cl/vehiculos/detalles/2013-ssangyong-korando-2-0-4x2-ll-2ab-abs-mt-5p/CL-AD-20525343,2.0 4X2 LL 2AB ABS MT 5P,1998,2.0,143,187,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,4,627,2180
CL-AD-20524475,https://www.chileautos.cl/vehiculos/detalles/2025-land-rover-range-rover-hse-sport-3-0i/CL-AD-20524475,HSE Sport 3.0i,,,0,,SUV,SUV,,Automática,,Diesel,,,,,
CL-AD-20524280,https://www.chileautos.cl/vehiculos/detalles/2016-volkswagen-tiguan-2-0-tsi-4wd-sportstyle-at-5p/CL-AD-20524280,2.0 TSI 4WD SPORTSTYLE AT 5P,1968,2.0,180,280,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5,7,4,780,1570
CL-AD-20519843,https://www.chileautos.cl/vehiculos/detalles/2006-chevrolet-corsa-1-6-extra-dh-mt-4p/CL-AD-20519843,1.6 EXTRA DH MT 4P,1598,1.6,92,127,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Manual,,Bencina,4,5,4,,1415
CL-AD-20519751,https://www.chileautos.cl/vehiculos/detalles/2009-kia-sorento-3-3-lx-4wd-at-5p/CL-AD-20519751,3.3 LX 4WD AT 5P,3294,3.3,238,305,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,,Bencina,5,5,,,1986
CL-AD-20515791,https://www.chileautos.cl/vehiculos/detalles/2012-bmw-316-316i-1-6-aut/CL-AD-20515791,316I 1.6 AUT,,,0,,Sedán,Sedán,,Automática,,Bencina,,,,,
CL-AD-20508662,https://www.chileautos.cl/vehiculos/detalles/2026-ford-f-150-raptor-3-5-4x4-dob-cab-at-4p/CL-AD-20508662,3.5 4X4 DOB. CAB. AT 4P,3500,3.5,456,691,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4,5,6,1020,3243
CL-AD-20508137,https://www.chileautos.cl/vehiculos/detalles/2018-fiat-fullback-2-4-gls-td-diesel-4wd-dc-152hp-mt-4p/CL-AD-20508137,2.4 GLS TD DIESEL 4WD DC 152HP MT 4P,2447,2.4,152,373,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4,5,4,990,1840
CL-AD-20505237,https://www.chileautos.cl/vehiculos/detalles/2011-nissan-murano-3-5-le-4x4-techo-at-5p/CL-AD-20505237,3.5 LE 4X4 TECHO AT 5P,3498,3.5,260,325,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática Cvt,Bencina,5,5,6,722,1774
CL-AD-20504917,https://www.chileautos.cl/vehiculos/detalles/2015-renault-koleos-2-5-dynamique-4x2-at-5p/CL-AD-20504917,2.5 DYNAMIQUE 4X2 AT 5P,2488,2.5,170,226,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,682,1595
CL-AD-20504735,https://www.chileautos.cl/vehiculos/detalles/2007-mazda-6-2-0-v-16v-at/CL-AD-20504735,2.0 V 16V AT,,4,0,,"Sedán, 4 puertas, 5 asientos",Sedán,delantera,Automática,,Bencina,4,5,4,,
CL-AD-20498587,https://www.chileautos.cl/vehiculos/detalles/2018-jeep-grand-cherokee-3-6-laredo-upland-4x4-at-5p/CL-AD-20498587,3.6 LAREDO UPLAND 4X4 AT 5P,3604,3.6,286,347,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,6,822,2949
CL-AD-20470673,https://www.chileautos.cl/vehiculos/detalles/2013-opel-astra-1-6-enjoy-4x2-mt6-5p/CL-AD-20470673,1.6 ENJOY 4X2 MT6 5P,1600,1.6,180,230,"Hatchback, 5 puertas, 5 asientos",Hatchback,4X2,Manual,Mecánico,Bencina,5,5,4,823,1731
CL-AD-20469577,https://www.chileautos.cl/vehiculos/detalles/2017-citroën-c-elysee-1-6-hdi-seduction-diesel-4x2-mt-4p/CL-AD-20469577,1.6 HDI SEDUCTION DIESEL 4X2 MT 4P,1560,1.6,91,230,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Manual,Mecánico,Diesel,4,5,4,1155,1555
CL-AD-20469007,https://www.chileautos.cl/vehiculos/detalles/2022-land-rover-defender-3-0id-90-s-diesel-4x4-at-3p/CL-AD-20469007,3.0ID 90 S DIESEL 4X4 AT 3P,3000,3.0,0,350,"Off-Road, 3 puertas, 5 asientos",Off-Road,4X4,Automática,Automática,Diesel,3,5,,0,
CL-AD-20461182,https://www.chileautos.cl/vehiculos/detalles/2017-chevrolet-tracker-1-8-lt-fwd-euro5-bw-sr-mt-5p/CL-AD-20461182,1.8 LT FWD EURO5 BW SR MT 5P,1800,1.8,138,178,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,4,689,1264
CL-AD-20442510,https://www.chileautos.cl/vehiculos/detalles/2010-toyota-tundra-5-7-4wd-at-4p/CL-AD-20442510,5.7 4WD AT 4P,5700,5.7,381,544,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4,5,8,700,2486
CL-AD-20434254,https://www.chileautos.cl/vehiculos/detalles/2017-ford-ranger-3-2-xl-diesel-4wd-mt-4p/CL-AD-20434254,3.2 XL DIESEL 4WD MT 4P,3198,3.2,197,470,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4,5,5,992,3200
CL-AD-20431602,https://www.chileautos.cl/vehiculos/detalles/2009-skoda-fabia-1-2-classic-mt-5p/CL-AD-20431602,1.2 CLASSIC MT 5P,1199,1.2,105,175,"Hatchback, 5 puertas, 5 asientos",Hatchback,4X2,Manual,,Bencina,5,5,4,,1130
CL-AD-20430839,https://www.chileautos.cl/vehiculos/detalles/2006-peugeot-206-1-4-xn-mt-3p/CL-AD-20430839,1.4 XN MT 3P,1587,1.4,75,147,"Hatchback, 3 puertas, 4 asientos",Hatchback,4X2,Manual,,Bencina,3,4,4,,1204
CL-AD-20430231,https://www.chileautos.cl/vehiculos/detalles/2004-dodge-dakota-4-7-4wd-at-4p/CL-AD-20430231,4.7 4WD AT 4P,,4.7,0,,"Pick-up, 4 puertas, 5 asientos",Pick-up,,Automática,,Bencina,4,5,,,
CL-AD-20423447,https://www.chileautos.cl/vehiculos/detalles/2021-jmc-vigus-2-4-5-diesel-4x2-mt-4p/CL-AD-20423447,2.4 5 DIESEL 4X2 MT 4P,2400,2.4,0,,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4,5,,0,
